@relation PokeSet
@attribute Height numeric
@attribute Weight numeric
@attribute Body numeric
@attribute CatchRate numeric
@attribute PerfSpeed numeric
@attribute PerfPower numeric
@attribute PerfSkill numeric
@attribute PerfStamina numeric
@attribute PerfJump numeric
@attribute BaseHp numeric
@attribute BaseAttack numeric
@attribute BaseDefense numeric
@attribute BaseSpAttack numeric
@attribute BaseSpDefense numeric
@attribute BaseSpeed numeric
@attribute Color numeric
@attribute Habitat numeric
@attribute Ability1 numeric
@attribute Ability2 numeric
@attribute Hidden numeric
@attribute class { Grass,Fire,Water,Bug,Normal,Poison,Electric,Ground,Fairy,Fighting,Rock,Ghost,Psychic,Ice,Dragon,Dark,Steel,Flying}
@data 
1.4,39.2,6,190,5,3,3,4,3,35,85,45,35,35,75,1,2,73,14,?,Normal
1.8,85.2,6,45,5,4,2,2,3,60,110,70,60,60,100,1,2,73,14,?,Normal
2,120,6,45,3,4,3,4,3,95,95,85,125,65,55,4,1,8,?,?,Grass
1,35,6,45,3,4,4,4,3,65,55,115,100,40,60,6,2,8,35,28,Grass
0.8,36.5,6,45,3,3,3,5,3,65,60,70,85,75,40,3,7,105,12,0,Normal
0.4,8.5,6,255,3,3,3,4,3,55,45,45,25,25,15,6,8,13,96,?,Water
0.6,32.5,6,45,4,4,4,4,4,85,80,90,105,95,60,2,7,105,12,0,Normal
0.4,2.5,6,45,5,4,4,3,4,45,60,40,70,50,45,2,2,7,?,?,Fire
0.5,4,6,255,4,3,4,4,3,40,40,50,30,30,30,1,1,8,14,?,Grass
0.4,4.5,6,255,3,3,2,5,3,60,40,60,40,60,35,1,1,20,52,26,Grass
0.2,2,6,150,5,2,3,3,4,50,20,40,20,40,20,6,8,103,23,?,Normal
0.5,9.3,6,75,4,3,5,4,3,70,60,70,87,78,85,3,?,23,?,?,Grass
0.5,15,6,255,4,3,3,4,3,50,80,95,10,45,10,1,?,95,61,?,Rock
0.4,18,6,255,?,?,?,?,?,55,75,85,25,25,15,6,?,95,?,?,Rock
0.7,6.9,7,45,3,3,4,4,3,45,49,49,65,65,45,5,2,61,?,?,Grass
1,13,7,45,2,3,5,5,3,60,62,63,80,80,60,5,2,61,?,?,Grass
2.4,342.8,7,45,2,5,3,5,2,80,100,123,122,120,80,5,2,61,?,?,Grass
0.3,3.5,7,255,5,3,3,3,3,30,56,35,25,35,72,9,2,73,21,?,Normal
0.7,18.5,7,127,5,4,3,3,3,55,81,60,50,70,97,1,2,73,21,?,Normal
0.4,6,7,190,4,4,4,4,4,35,55,30,50,40,90,4,1,91,?,?,Electric
0.4,7,7,235,5,3,3,3,3,55,47,52,40,40,41,6,2,65,60,13,Poison
0.8,20,7,120,4,4,3,4,3,70,62,67,55,55,56,6,2,65,60,13,Poison
0.5,9,7,235,5,4,3,2,3,46,57,40,40,40,50,9,2,65,60,13,Poison
0.9,19.5,7,120,4,4,3,3,3,61,72,57,55,55,65,9,2,65,60,13,Poison
0.6,9.9,7,190,5,3,4,3,3,38,41,40,50,65,65,1,2,22,?,?,Fire
1.1,19.9,7,75,4,3,5,3,3,73,76,75,81,100,100,4,2,22,?,?,Fire
0.4,4.2,7,255,4,2,4,1,4,40,45,35,40,40,90,4,7,63,89,37,Normal
1,32,7,90,5,3,5,1,4,65,70,60,65,65,115,4,7,48,89,37,Normal
0.7,19,7,190,4,4,4,3,4,55,70,45,70,50,60,1,2,40,17,?,Fire
1.9,155,7,75,5,5,2,3,3,90,110,80,100,80,95,1,2,40,17,?,Fire
1,30,7,190,5,2,2,3,4,50,85,55,65,65,90,4,2,73,17,?,Fire
1.7,95,7,60,5,3,2,4,4,65,100,70,80,80,105,4,2,73,17,?,Fire
1.2,36,7,190,1,2,5,5,2,90,65,65,40,40,15,3,8,59,50,?,Water
1,115,7,120,5,5,2,4,2,80,85,95,30,30,25,7,5,47,61,?,Ground
1.4,88.4,7,45,4,5,2,5,2,75,100,95,40,70,110,1,2,40,2,31,Normal
0.3,6.5,7,45,4,4,4,4,3,55,55,50,45,65,55,1,7,73,0,2,Normal
1,29,7,45,3,3,5,5,3,130,65,60,110,95,65,6,7,112,?,?,Water
0.8,24.5,7,45,5,3,5,2,3,65,65,60,110,95,130,4,7,111,?,?,Electric
0.9,25,7,45,4,5,3,3,3,65,130,60,95,110,65,2,7,22,?,?,Fire
0.9,6.4,7,45,4,3,4,5,3,45,49,65,49,65,45,5,2,61,?,?,Grass
1.2,15.8,7,45,3,3,5,5,3,60,62,80,63,80,60,5,2,61,?,?,Grass
1.8,100.5,7,45,2,5,5,5,2,80,82,100,83,100,80,5,2,61,?,?,Grass
0.9,19,7,45,5,4,3,4,3,58,64,58,80,65,80,4,2,7,?,?,Fire
1.7,79.5,7,45,4,5,3,5,3,78,84,78,109,85,100,4,2,7,?,?,Fire
0.8,6,7,255,5,3,4,4,4,35,46,34,35,45,20,1,2,73,33,?,Normal
1.8,32.5,7,90,5,3,3,3,3,85,76,64,45,55,90,1,2,73,33,?,Normal
0.3,2,7,190,5,1,5,3,4,20,40,15,35,35,60,4,1,91,?,?,Electric
0.6,7.8,7,235,3,3,3,4,2,55,40,40,65,45,35,8,2,91,?,?,Electric
0.9,26.5,7,45,3,3,5,2,4,65,65,60,130,95,110,9,7,99,?,?,Psychic
1,27,7,45,3,4,2,5,3,95,65,110,60,130,65,0,7,99,?,?,Dark
1.5,41.5,7,60,4,4,4,3,3,70,80,65,90,65,85,4,2,38,14,?,Normal
0.4,6.5,7,225,3,4,2,4,3,50,50,40,30,30,50,1,0,59,75,34,Ice
1.1,55.8,7,75,2,4,2,5,2,100,100,80,60,60,50,1,0,59,75,34,Ice
0.6,10.8,7,120,4,3,4,3,4,45,60,30,80,50,65,0,5,19,17,?,Dark
1.9,109.1,7,45,4,3,2,4,4,75,90,90,140,90,115,0,5,19,17,?,Dark
0.5,33.5,7,120,3,5,3,4,3,90,60,60,40,40,40,6,5,63,?,?,Ground
1.1,120,7,60,4,5,2,4,2,90,120,120,60,60,50,7,5,95,?,?,Ground
1.4,71.2,7,45,3,4,3,4,3,73,95,62,85,65,85,1,1,40,19,30,Normal
1.9,178,7,3,5,4,4,3,3,90,85,75,115,100,115,4,2,67,?,?,Electric
2.1,198,7,3,4,5,3,4,3,115,115,85,90,75,100,1,2,67,?,?,Fire
2,187,7,3,5,4,5,3,4,100,75,115,90,115,85,6,2,67,?,?,Water
0.4,7.6,7,45,4,4,3,5,3,50,70,50,50,50,40,6,8,104,?,?,Water
0.5,13.6,7,255,4,4,4,5,3,35,55,35,30,30,35,7,2,73,56,27,Dark
1,37,7,127,4,5,3,5,3,70,90,70,60,60,70,7,2,40,56,21,Dark
0.4,17.5,7,255,4,4,5,4,3,38,30,41,30,41,60,1,2,63,20,26,Normal
0.5,32.5,7,90,5,4,3,4,3,78,70,61,50,61,100,8,2,63,20,26,Normal
0.8,24,7,255,2,2,2,5,2,60,60,60,35,35,30,1,1,106,?,?,Normal
0.6,11,7,255,5,3,3,3,4,50,45,45,35,35,50,3,1,12,47,39,Normal
1.1,32.6,7,60,5,3,4,4,4,70,65,65,55,55,70,9,1,12,47,39,Normal
0.4,60,7,180,3,5,3,3,2,50,70,100,40,40,30,7,3,95,61,?,Steel
0.9,120,7,90,3,5,4,4,2,60,90,140,50,50,40,7,3,95,61,?,Steel
0.6,15.2,7,120,5,3,4,3,4,40,45,40,65,40,65,5,2,91,36,?,Electric
1.8,97,7,45,5,3,4,3,4,70,75,80,135,80,135,4,2,91,36,?,Electric
0.7,24,7,255,3,4,2,4,2,60,60,40,65,45,35,4,3,59,72,24,Fire
1.9,220,7,150,3,5,2,4,2,70,100,70,105,75,40,2,3,50,77,1,Fire
0.5,80.4,7,90,2,5,3,5,2,70,85,140,85,70,20,1,3,114,?,?,Fire
2,100,7,200,4,5,2,4,5,99,68,83,72,87,51,5,1,8,76,11,Grass
1.2,108,7,30,5,4,3,4,3,65,150,60,115,60,115,8,3,67,84,18,Dark
1.4,150.6,7,45,2,5,1,5,2,110,80,90,95,90,65,6,6,103,26,22,Ice
1.1,110.5,7,45,2,5,2,5,2,65,95,100,60,50,50,8,5,71,?,?,Dragon
1.5,102.6,7,45,3,5,3,3,5,95,135,80,110,80,100,6,5,40,?,?,Dragon
0.4,10.2,7,45,4,4,3,4,3,55,68,64,45,55,31,5,?,61,?,?,Grass
1.1,97,7,45,3,4,3,5,3,75,89,85,55,65,36,5,?,61,?,?,Grass
2.2,310,7,45,2,5,3,5,2,95,109,105,75,85,56,5,?,61,?,?,Grass
0.5,20,7,255,4,4,4,4,2,59,45,40,35,40,31,1,?,84,93,?,Normal
0.5,9.5,7,235,4,4,4,3,3,45,65,34,40,34,45,6,?,70,31,?,Electric
0.9,30.5,7,120,4,4,3,4,3,60,85,49,60,49,60,6,?,70,31,?,Electric
1.4,42,7,45,3,5,4,4,3,80,120,79,95,79,70,6,?,70,31,?,Electric
0.5,57,7,45,3,4,3,5,2,30,42,118,42,88,30,7,?,95,?,?,Rock
1.3,149.5,7,45,2,5,3,5,2,60,52,168,47,138,30,7,?,95,?,?,Rock
0.4,3.9,7,200,5,3,5,3,3,60,45,70,45,90,95,8,?,73,51,?,Electric
0.7,29.5,7,190,5,4,4,4,3,55,65,35,60,30,85,1,?,98,?,?,Water
1.1,33.5,7,75,4,4,5,5,3,85,105,55,85,50,115,1,?,98,?,?,Water
0.5,3.9,7,190,5,5,4,3,4,49,55,42,42,37,85,7,?,48,50,?,Normal
1,43.8,7,75,4,5,2,4,3,71,82,64,64,59,112,7,?,103,50,?,Normal
0.4,19.2,7,225,5,4,3,3,3,63,63,47,41,41,74,9,?,93,1,?,Poison
1,38,7,60,3,5,4,4,2,103,93,67,71,61,84,9,?,93,1,?,Poison
0.8,49.5,7,140,3,5,3,5,3,68,72,78,38,42,32,1,?,76,?,?,Ground
2,300,7,60,2,5,2,5,2,108,112,118,68,72,47,1,?,76,?,?,Ground
1,25.5,7,45,3,4,4,5,4,65,110,130,60,65,95,5,?,45,?,?,Grass
0.8,25.9,7,45,4,4,5,4,3,65,60,110,130,95,65,6,?,86,?,?,Ice
2.5,291,7,50,4,5,3,5,2,110,130,80,70,60,80,1,?,59,75,?,Ice
5.4,683,7,30,3,5,5,5,5,100,120,120,150,100,90,8,?,67,?,?,Steel
1.7,430,7,3,3,5,5,5,2,91,90,106,130,106,77,1,?,22,?,?,Fire
0.4,11.5,7,45,5,4,4,3,5,100,103,75,120,75,127,5,?,58,?,?,Grass
3.2,320,7,3,5,5,5,5,5,120,120,120,120,120,120,7,?,56,?,?,Normal
0.5,9.9,7,45,?,?,?,?,?,65,63,45,45,45,45,2,?,7,?,?,Fire
1.5,94.6,7,45,?,?,?,?,?,95,100,85,108,70,70,6,?,104,?,?,Water
0.5,11.6,7,255,?,?,?,?,?,45,55,39,35,39,42,1,?,73,33,?,Normal
0.4,4.1,7,255,?,?,?,?,?,45,60,45,25,45,55,1,?,110,51,?,Normal
0.9,14.7,7,120,?,?,?,?,?,65,80,65,35,65,60,7,?,40,64,?,Normal
1.2,61,7,45,?,?,?,?,?,85,110,90,45,90,80,7,?,40,64,?,Normal
0.4,10.1,7,255,?,?,?,?,?,41,50,37,50,37,66,9,?,48,94,?,Dark
1.1,37.5,7,90,?,?,?,?,?,64,88,50,88,50,106,9,?,48,94,?,Dark
0.6,23.3,7,190,?,?,?,?,?,76,25,45,67,55,24,3,?,25,87,?,Psychic
0.8,29.8,7,190,?,?,?,?,?,45,60,32,50,32,76,0,?,47,43,?,Electric
1.6,79.5,7,75,?,?,?,?,?,75,100,63,80,63,116,0,?,47,43,?,Electric
0.7,15.2,7,180,?,?,?,?,?,50,72,35,35,35,65,1,?,40,44,?,Ground
1,33.4,7,90,?,?,?,?,?,60,82,45,45,45,74,1,?,40,44,?,Ground
1.3,92.9,7,60,?,?,?,?,?,105,30,105,140,105,55,2,?,81,?,?,Fire
0.7,16.5,7,45,?,?,?,?,?,54,78,103,53,45,22,6,?,88,83,?,Water
0.7,12.5,7,75,?,?,?,?,?,40,65,40,80,40,65,7,?,36,?,?,Dark
0.4,5.8,7,255,?,?,?,?,?,55,50,40,40,40,75,7,?,12,89,?,Normal
0.5,7.5,7,60,?,?,?,?,?,75,95,60,65,60,115,7,?,12,89,?,Normal
0.6,19.5,7,190,?,?,?,?,?,60,60,50,40,50,75,4,?,8,66,?,Normal
1.9,92.5,7,75,?,?,?,?,?,80,100,70,60,70,95,1,?,8,66,?,Normal
0.4,5,7,200,?,?,?,?,?,55,75,60,75,60,103,8,?,91,?,?,Electric
2.6,260,7,60,?,?,?,?,?,95,110,80,70,80,50,8,?,86,?,?,Ice
1.6,94.5,7,45,?,?,?,?,?,95,110,95,40,95,55,1,?,69,66,?,Normal
0.8,17.3,7,45,?,?,?,?,?,52,65,50,45,50,38,6,?,31,?,?,Dark
1.4,50,7,45,?,?,?,?,?,72,85,70,65,70,58,6,?,31,?,?,Dark
2.1,250,7,3,?,?,?,?,?,91,90,129,90,72,108,6,?,43,?,?,Steel
1.9,260,7,3,?,?,?,?,?,91,129,90,72,90,108,7,?,43,?,?,Rock
2,200,7,3,?,?,?,?,?,91,90,72,90,129,108,5,?,43,?,?,Grass
1.4,48.5,7,3,?,?,?,?,?,91,72,90,129,90,108,4,?,43,?,?,Water
0.3,1.8,8,255,5,3,4,3,5,40,45,40,35,35,56,1,1,44,88,3,Normal
1.1,30,8,120,4,3,3,4,5,63,60,55,50,50,71,1,1,44,88,3,Normal
1.5,39.5,8,45,4,5,3,4,5,83,80,75,70,70,91,1,1,44,88,3,Normal
0.3,2,8,255,5,4,3,3,5,40,60,30,31,31,70,1,5,44,?,?,Normal
1.2,38,8,90,4,5,3,3,5,65,90,65,61,61,100,1,5,44,?,?,Normal
0.8,7.5,8,255,5,3,4,3,5,40,45,35,30,40,55,9,0,38,?,?,Poison
1.6,55,8,90,5,3,3,4,5,75,80,70,65,75,90,9,0,38,?,?,Poison
0.8,15,8,45,3,4,3,3,4,52,65,55,58,62,60,1,2,44,29,?,Normal
2.1,174.2,8,45,5,3,2,3,5,80,135,85,70,95,150,9,3,71,55,?,Rock
1.7,55.4,8,3,4,4,5,3,5,90,85,100,95,125,85,6,4,67,?,?,Ice
1.6,52.6,8,3,5,5,5,3,5,90,90,85,125,90,100,4,4,67,?,?,Electric
2,60,8,3,4,5,5,5,5,90,100,90,125,85,90,4,4,67,?,?,Fire
0.7,21.2,8,255,3,3,5,3,4,60,30,30,36,56,50,1,1,39,33,?,Normal
1.6,40.8,8,90,3,3,3,4,5,100,50,50,76,96,70,1,1,39,33,?,Normal
1,10.8,8,255,5,2,5,3,5,40,20,30,40,80,55,2,1,97,14,?,Bug
1.4,35.6,8,90,5,2,5,3,5,55,35,50,55,110,85,2,1,97,14,?,Bug
0.2,2,8,190,4,3,2,4,4,40,50,45,70,45,70,5,1,99,14,?,Psychic
1.5,15,8,75,3,3,3,4,4,65,75,70,95,70,95,5,1,99,14,?,Psychic
0.5,2.1,8,30,4,3,4,4,4,60,85,42,85,42,91,0,1,39,84,25,Dark
1.1,64.8,8,60,4,3,3,2,5,65,75,105,35,65,85,9,3,33,65,?,Ground
0.9,16,8,45,3,3,4,5,3,45,55,45,65,45,75,2,3,110,24,?,Ice
2.1,220,8,25,4,4,3,5,3,65,40,70,80,140,70,9,6,98,96,?,Water
1.7,50.5,8,25,5,3,2,4,5,65,80,140,40,70,70,7,5,44,83,?,Steel
5.2,216,8,3,4,5,4,4,5,106,90,130,90,154,110,8,4,67,?,?,Psychic
3.8,199,8,3,4,4,5,4,5,106,130,90,110,154,90,2,4,67,?,?,Fire
0.3,2.3,8,200,4,4,3,4,5,40,55,30,30,30,85,6,2,28,?,?,Normal
0.7,19.8,8,45,3,5,2,4,5,60,85,60,50,50,125,6,2,28,?,?,Normal
0.6,9.5,8,190,4,3,3,4,5,40,30,30,55,30,85,8,6,44,?,?,Water
1.2,28,8,45,3,4,2,5,5,60,50,100,85,70,65,4,6,44,?,?,Water
2,82,8,45,4,5,4,2,5,80,100,80,80,80,100,5,5,46,?,?,Ground
0.4,1.2,8,255,3,3,4,4,5,45,40,60,40,75,50,6,1,58,?,?,Normal
1.1,20.6,8,45,3,3,4,4,5,75,70,90,70,105,80,6,1,58,?,?,Dragon
1.4,40,8,3,5,4,5,3,5,80,80,90,110,130,110,2,8,46,?,?,Dragon
2,60,8,3,5,4,5,3,5,80,90,80,130,110,110,6,8,46,?,?,Dragon
0.3,2,8,255,4,3,2,3,5,40,55,30,30,30,60,1,?,44,?,?,Normal
0.6,15.5,8,120,4,3,3,4,5,55,75,50,40,40,80,1,?,40,?,?,Normal
1.2,24.9,8,45,3,5,3,4,5,85,120,70,50,50,100,1,?,40,?,?,Normal
0.9,27.3,8,30,3,4,3,5,5,100,125,52,105,52,71,0,?,39,84,?,Dark
0.5,1.9,8,30,4,3,4,3,5,76,65,45,92,42,91,0,?,44,88,?,Normal
1,65,8,25,4,3,2,4,4,45,20,50,60,120,50,6,?,98,96,?,Water
1.5,38,8,30,4,3,4,4,5,85,50,95,120,115,80,8,?,31,68,?,Fairy
2,42.5,8,30,3,5,5,4,5,75,95,125,45,75,95,9,?,33,65,?,Ground
0.3,2.1,8,255,?,?,?,?,?,50,55,50,36,30,43,7,?,6,84,?,Normal
0.6,15,8,120,?,?,?,?,?,62,77,62,50,42,65,7,?,6,84,?,Normal
1.2,29,8,45,?,?,?,?,?,80,105,80,65,55,93,7,?,6,84,?,Normal
0.4,2.1,8,190,?,?,?,?,?,55,45,43,55,43,72,6,?,108,34,?,Psychic
0.9,10.5,8,45,?,?,?,?,?,67,57,55,77,55,114,6,?,108,34,?,Psychic
1.4,14,8,45,?,?,?,?,?,72,58,80,103,80,97,0,?,116,39,?,Psychic
0.6,9.5,8,45,?,?,?,?,?,55,112,45,74,45,70,4,?,14,?,?,Rock
1.4,32,8,45,?,?,?,?,?,75,140,65,112,65,110,4,?,14,?,?,Rock
0.5,5.5,8,190,?,?,?,?,?,62,44,50,44,50,55,6,?,44,6,?,Water
1.3,24.2,8,45,?,?,?,?,?,75,87,63,87,63,98,8,?,44,6,?,Water
0.5,10.5,8,190,?,?,?,?,?,70,83,50,37,50,60,8,?,44,70,?,Normal
1.5,41,8,60,?,?,?,?,?,100,123,75,57,75,80,2,?,44,70,?,Normal
0.5,9,8,190,?,?,?,?,?,70,55,75,45,65,60,1,?,6,49,?,Dark
1.2,39.5,8,60,?,?,?,?,?,110,65,105,55,95,80,1,?,6,49,?,Dark
3.2,330,8,45,?,?,?,?,?,100,120,100,150,120,90,8,?,107,?,?,Dragon
0.9,45.5,9,190,3,3,5,4,3,40,40,35,50,100,70,6,6,9,38,?,Water
1.6,55,9,60,2,3,4,4,3,80,70,65,80,120,100,6,6,9,38,?,Water
0.4,7.5,9,45,3,3,4,4,3,35,40,100,90,55,35,6,6,98,71,?,Rock
1,35,9,45,3,4,4,3,2,70,60,125,115,70,55,6,6,98,71,?,Rock
0.9,28.5,9,75,2,4,4,5,2,75,105,75,105,75,45,2,6,96,74,20,Water
1.4,27,9,200,3,5,3,3,5,74,100,72,90,72,46,5,?,46,?,?,Grass
0.9,102,9,120,?,?,?,?,?,70,105,105,50,40,20,6,?,95,?,?,Rock
1.7,260,9,45,?,?,?,?,?,85,135,130,60,70,25,6,?,95,?,?,Rock
1.2,33,9,190,?,?,?,?,?,55,40,50,65,85,40,8,?,112,10,?,Water
2.2,135,9,60,?,?,?,?,?,100,60,70,85,105,60,8,?,112,10,?,Water
1,110,9,90,?,?,?,?,?,74,94,131,54,116,20,7,?,41,?,?,Grass
0.7,33.3,10,50,5,4,3,4,1,35,80,50,50,70,120,1,0,77,4,?,Ground
1,60,10,60,3,3,4,4,4,50,60,95,120,70,70,7,5,51,83,?,Electric
0.4,2.5,10,90,3,3,3,4,3,60,40,80,60,45,40,3,1,8,?,?,Grass
1.2,9.5,10,60,2,4,3,4,3,65,90,120,85,70,60,9,7,46,?,?,Poison
1.6,550,10,3,2,5,4,5,2,80,135,130,95,90,70,6,5,9,?,?,Steel
0.3,5.5,10,120,5,2,1,2,5,30,30,42,30,42,70,4,?,30,?,?,Bug
0.4,3.3,10,190,4,3,3,3,3,45,35,45,62,53,35,3,?,8,?,?,Grass
1.4,340,10,60,2,5,4,5,5,60,55,145,75,150,40,7,?,95,40,?,Rock
1.3,57.5,10,45,?,?,?,?,?,71,95,85,110,95,79,8,?,34,?,?,Ice
0.3,21,10,130,?,?,?,?,?,40,55,70,45,60,30,7,?,64,41,?,Steel
0.6,51,10,60,?,?,?,?,?,60,80,95,70,85,50,7,?,64,41,?,Steel
0.6,81,10,30,?,?,?,?,?,60,100,115,70,85,90,7,?,64,41,?,Steel
0.5,5.5,11,170,5,3,4,5,3,115,45,20,45,25,20,3,2,12,?,?,Normal
1,12,11,50,3,4,4,5,3,140,70,45,75,50,45,3,2,12,?,?,Normal
0.8,8.6,11,120,4,3,4,5,3,60,65,70,85,75,40,6,2,8,?,?,Grass
1.2,18.6,11,45,2,3,3,5,3,75,80,85,100,90,50,2,2,8,?,?,Grass
1,30,11,190,5,3,3,4,3,60,55,50,40,55,45,9,1,11,91,29,Bug
1,20,11,120,3,3,4,4,4,65,65,65,50,50,90,6,8,112,11,?,Water
1.3,54,11,45,2,5,4,5,2,90,85,95,70,90,70,6,8,112,11,?,Water
1.5,48,11,50,4,1,5,1,2,55,50,65,175,95,150,1,7,99,29,?,Psychic
1.5,70.5,11,90,2,4,3,4,2,80,100,70,50,60,45,7,3,28,46,32,Fighting
1.6,130,11,45,2,5,4,3,2,90,130,80,65,85,55,7,3,28,46,32,Fighting
0.7,4,11,255,2,2,2,5,3,50,75,35,70,30,40,5,1,8,?,?,Grass
1,105,11,120,2,4,2,4,2,55,95,115,45,45,35,1,3,71,83,?,Rock
1.4,300,11,45,2,4,2,4,2,80,110,130,55,65,45,1,3,71,83,?,Rock
1,32.4,11,190,2,4,3,5,3,60,48,45,43,90,42,4,2,39,18,17,Psychic
1.6,75.6,11,75,3,3,5,3,3,85,73,70,73,115,67,4,2,39,18,17,Psychic
1.5,49.8,11,45,3,4,3,3,4,50,120,53,35,110,87,1,7,48,58,36,Fighting
1.4,50.2,11,45,3,4,5,4,3,50,105,79,35,110,76,1,7,44,32,17,Fighting
1.3,54.5,11,45,3,3,5,4,3,40,45,65,100,120,90,3,7,89,15,33,Psychic
1.4,40.6,11,45,3,3,5,4,3,65,50,35,115,95,95,2,7,59,18,8,Ice
1.7,130.1,11,45,2,5,4,5,3,65,155,120,65,90,105,1,1,33,42,21,Bug
2.1,460,11,25,2,5,3,5,2,160,110,65,65,110,30,0,3,37,90,?,Normal
0.5,7.9,11,45,5,4,3,3,3,39,52,43,60,50,65,4,2,7,?,?,Fire
0.3,1,11,170,4,3,3,4,4,90,30,15,40,20,15,3,2,12,?,?,Normal
0.3,1.5,11,190,5,3,3,5,4,35,20,65,40,65,20,8,1,31,68,?,Fairy
0.6,3.2,11,75,4,5,3,5,5,55,40,85,80,105,40,8,1,31,68,?,Fairy
0.4,5.8,11,45,4,3,5,3,4,75,80,85,90,100,50,5,2,8,?,?,Grass
1.2,38,11,65,2,4,4,5,3,70,100,115,30,65,30,1,1,95,61,?,Rock
1.1,33.9,11,45,3,4,4,4,4,90,75,75,90,100,70,5,8,112,11,?,Water
0.8,8.5,11,120,2,5,3,5,3,75,75,55,105,85,30,4,2,8,76,9,Grass
0.6,7.8,11,190,3,5,4,3,3,60,80,50,40,40,30,3,7,40,62,?,Fairy
1.7,137.8,11,45,3,5,3,3,3,80,185,115,40,105,75,6,1,97,21,?,Bug
0.7,21,11,75,4,4,4,2,3,35,35,35,35,35,35,9,7,28,80,38,Fighting
0.4,6,11,45,4,2,4,3,3,45,30,15,85,65,65,3,7,59,18,14,Ice
0.6,23.5,11,45,4,3,3,2,3,45,63,37,65,55,95,4,2,91,?,?,Electric
1.5,46.8,11,30,3,3,3,5,3,255,10,10,75,135,55,3,7,58,68,?,Normal
0.6,5,11,45,5,3,5,3,5,100,100,100,100,100,100,5,1,58,?,?,Psychic
1.2,32.5,11,120,3,4,5,4,3,60,50,50,60,70,50,5,8,98,57,?,Water
1.5,55,11,45,4,4,5,5,3,80,70,70,90,100,70,5,8,98,57,?,Water
1,28,11,120,5,4,4,2,3,70,70,40,60,40,60,1,1,8,14,?,Grass
1.3,59.6,11,45,4,4,4,4,4,90,100,60,90,60,80,1,1,8,14,?,Grass
0.4,6.6,11,235,4,1,5,4,3,28,25,25,45,35,40,8,7,99,92,?,Psychic
0.8,20.2,11,120,3,4,5,3,3,38,35,35,65,55,50,8,7,99,92,?,Psychic
1.6,48.4,11,45,4,3,5,2,4,68,85,65,165,135,100,8,7,99,92,?,Psychic
2,130.5,11,45,1,5,2,5,2,150,160,100,95,65,100,1,1,106,?,?,Normal
1,86.4,11,180,3,5,3,4,5,72,60,30,20,30,25,4,3,103,21,?,Fighting
2.3,253.8,11,200,2,5,3,4,5,144,120,60,40,60,50,1,3,103,21,?,Fighting
1,97,11,255,2,4,3,5,3,30,45,135,45,90,30,7,0,95,40,?,Rock
0.5,11,11,45,4,4,4,4,3,50,75,75,65,65,50,9,0,44,78,25,Dark
1,51.8,11,45,4,5,4,4,3,50,105,125,55,95,50,0,0,33,31,?,Steel
0.6,11.2,11,180,2,2,5,3,5,30,40,55,40,55,60,6,3,68,?,?,Fighting
1.3,31.5,11,90,5,5,5,3,4,60,100,85,80,85,100,2,3,68,?,?,Fighting
0.6,17.7,11,150,4,2,3,3,5,65,47,55,73,75,85,9,1,59,91,25,Bug
0.3,2,11,150,3,3,5,3,3,50,60,45,100,80,65,5,2,58,53,?,Grass
0.4,51.3,11,190,3,4,4,5,3,50,85,40,85,40,35,5,5,77,?,?,Grass
1.3,77.4,11,60,4,4,5,3,3,70,115,60,115,60,55,5,5,77,?,?,Grass
1.6,30.6,11,90,3,4,4,5,2,40,70,130,60,130,25,0,1,67,?,?,Ghost
0.7,16.8,11,190,5,3,4,3,3,50,50,50,50,50,50,7,0,38,26,20,Ice
0.6,42.1,11,45,4,4,4,4,3,45,75,60,40,30,50,6,5,71,?,?,Dragon
1.7,230,11,3,2,5,5,5,2,80,100,200,50,100,50,1,0,9,?,?,Rock
1.8,175,11,3,2,4,5,5,2,80,50,100,100,200,50,6,0,9,?,?,Ice
1.9,205,11,3,2,5,5,5,2,80,75,150,75,150,50,7,0,9,?,?,Steel
0.3,1.1,11,3,5,3,5,4,3,100,100,100,100,100,100,4,3,78,?,?,Steel
1.7,60.8,11,3,5,3,5,4,4,50,95,90,95,90,180,2,4,67,?,?,Psychic
0.4,5.2,11,45,5,4,3,3,5,53,51,53,61,56,40,6,?,104,?,?,Water
0.3,2.2,11,255,4,3,4,3,3,37,25,41,25,41,25,2,?,80,?,?,Bug
0.2,1.2,11,255,5,3,3,3,3,40,30,35,50,70,55,5,?,58,53,?,Grass
0.9,14.5,11,75,4,4,5,3,3,60,70,55,125,105,90,5,?,58,53,?,Grass
0.2,0.6,11,120,4,3,3,3,5,45,30,50,65,50,45,4,?,46,?,?,Psychic
0.6,13,11,145,5,2,5,3,3,20,25,45,70,90,60,3,?,89,15,?,Psychic
0.6,24.4,11,130,4,3,4,4,3,100,5,5,15,65,30,3,?,58,68,?,Normal
0.6,105,11,50,3,5,4,5,2,135,85,40,40,85,5,0,?,63,90,?,Normal
0.7,23,11,140,5,4,5,3,4,48,61,40,61,40,50,6,?,3,13,?,Poison
1.3,44.4,11,75,4,4,5,4,4,83,106,65,86,65,85,6,?,3,13,?,Poison
1.7,140,11,30,2,4,5,5,2,110,85,95,80,95,50,3,?,62,48,?,Normal
2,128.6,11,30,2,5,5,5,2,100,100,125,110,50,50,6,?,8,35,?,Grass
